Codigo,Nome,Preco
847KVR,Maca Melancia,672.37
E04497,Abacaxi Pera,940.87
JBP52O,Melancia Pera,529.09
TFJKRR,Uva Melao,740.54
EFFVV8,Melancia Pera,392.28
P4PXMU,Morango Banana,844.76
I9HR88,Melancia Morango,489.01
7I7A8R,Abacaxi Pera,458.66
ZOYHCV,Melancia Uva,713.9
V1QKFC,Maca Laranja,648.44
471TDG,Kiwi Melancia,505.37
7ZJ64U,Uva Melao,565.51
D1VDI8,Morango Morango,226.54
3148HS,Melao Kiwi,38.99
96N469,Morango Melao,108.22
DKWGX6,Banana Uva,551.79
G5TLAQ,Uva Abacaxi,445.9
08V2NV,Morango Pera,615.61
C8O9M9,Morango Morango,514.82
QDXR32,Morango Laranja,500.75
ZN1CE1,Laranja Morango,504.12
JO3OCU,Laranja Melancia,979.45
KONEUH,Laranja Kiwi,27.34
NGP57A,Uva Melao,426.78
3WB0Y8,Laranja Laranja,426.73
F6RN8L,Morango Pera,942.77
HESZE9,Maca Banana,157.77
8DFKD2,Morango Uva,183.99
44N1N4,Pera Melancia,802.63
E9EPKB,Morango Kiwi,448.14
4CCMYS,Maca Melao,975.45
YBCPV8,Pera Melancia,12.73
BP6296,Uva Laranja,254.73
IVE83X,Abacaxi Kiwi,877.94
TWHH7L,Kiwi Banana,279.96
7MQR81,Morango Maca,706.18
GGIOVO,Laranja Melao,367.77
S06539,Melancia Uva,993.49
6DQOJE,Banana Banana,749.96
TTF6D4,Banana Uva,844.41
EQJISI,Banana Melao,472.39
NKQ0BW,Maca Uva,363.83
DYZWV8,Melao Melancia,394.69
QDSHUW,Maca Maca,413.3
N8TUA7,Maca Uva,665.78
JP6ORA,Laranja Morango,73.43
YHPHVH,Uva Kiwi,723.87
TJYR0K,Abacaxi Uva,832.53
NENHVQ,Laranja Maca,766.51
MQ9XSA,Kiwi Melancia,858.07
L5MEX3,Kiwi Uva,498.01
B5KR34,Laranja Melancia,479.26
5FY1PS,Maca Maca,833.72
E3LFEE,Laranja Banana,348.14
6G8XUU,Melao Maca,859.83
QIO9C4,Maca Laranja,54.48
PUQ0WD,Maca Pera,472.04
1RNM3F,Pera Morango,682.43
AUFBMA,Laranja Melao,176.57
ATMQ8J,Abacaxi Laranja,972.7
XLZ8TN,Melancia Morango,600.03
8DT3H4,Morango Morango,662.27
ST3OI8,Melancia Pera,367.14
ATPOE7,Pera Laranja,707.31
6RW918,Laranja Laranja,484.3
E5XB5V,Melancia Melancia,929.23
XFF3R9,Kiwi Melao,417.65
4KL4YY,Pera Morango,31.42
3AYKHQ,Morango Pera,108.53
W3E06S,Abacaxi Melao,480.37
WMNN5M,Abacaxi Laranja,911.21
LBINPO,Kiwi Melancia,535.17
XX24PH,Kiwi Melancia,513.93
WASXD8,Abacaxi Banana,482.26
99Q54K,Uva Kiwi,540.55
D34PJA,Pera Kiwi,548.96
54GIOO,Uva Morango,221.19
E5N3QR,Melao Pera,837.0
RD3NYJ,Uva Banana,793.09
KTPOJ1,Uva Kiwi,596.61
KQOE10,Uva Laranja,895.72
Z01G52,Melancia Uva,538.3
8XLULU,Laranja Morango,112.29
DAXQQC,Laranja Laranja,418.41
C9M00W,Uva Abacaxi,816.1
PRMNRZ,Banana Pera,212.14
ZNEWTQ,Abacaxi Banana,364.84
K4NFQM,Melao Maca,802.99
GHPDCI,Laranja Morango,893.6
Q1R7X5,Kiwi Abacaxi,359.0
COGX7G,Kiwi Banana,559.44
DI26XS,Kiwi Laranja,858.58
NYJI3W,Melao Melao,675.44
UO7GIE,Abacaxi Kiwi,729.15
5VWCIQ,Maca Maca,710.55
59SSF2,Morango Laranja,17.05
PIXB11,Abacaxi Melancia,417.1
2A2C4J,Maca Kiwi,946.96
2OEA5Y,Morango Uva,540.36
ALCD2U,Melao Maca,235.8
R9GPKM,Laranja Banana,899.39
BV5FTM,Kiwi Melao,677.85
EF96Y9,Morango Maca,881.87
NNSNUP,Maca Melancia,886.1
6VJYVV,Maca Banana,969.04
5HS8GA,Morango Pera,143.88
T5JHVE,Banana Morango,342.42
F1OCBF,Pera Morango,319.93
NTWP7Q,Kiwi Morango,551.27
PXCVZL,Melao Uva,125.33
GQJRFO,Uva Uva,509.54
LBTZET,Morango Melao,697.12
5QZD4C,Morango Pera,608.06
UJTVA7,Pera Banana,934.79
6K6Y54,Melao Melao,925.41
FUAGM6,Maca Pera,887.16
JUTKI9,Melao Kiwi,250.39
YHZ7FP,Melao Morango,158.88
P9Z9M5,Kiwi Maca,692.22
69DJ5T,Pera Pera,16.39
G01Q8E,Kiwi Banana,641.16
QY9LYB,Maca Uva,867.81
4DD8SR,Kiwi Kiwi,115.21
UNBPJ1,Uva Abacaxi,827.88
TX2C16,Maca Morango,732.52
P17BS2,Abacaxi Uva,540.73
87EQPQ,Pera Kiwi,393.55
BRED2B,Melao Maca,805.32
IUZPUV,Morango Kiwi,170.97
8J83DD,Morango Abacaxi,132.04
SWWAF1,Abacaxi Pera,823.32
721TH0,Abacaxi Maca,323.64
8ILJ94,Kiwi Laranja,29.96
EJWK60,Uva Banana,697.4
ZNH7ZF,Kiwi Morango,773.27
C2ESD5,Maca Kiwi,76.98
H53JVF,Uva Kiwi,572.2
QRW2EL,Kiwi Kiwi,102.02
0TM6Z3,Kiwi Uva,549.47
NA45EM,Banana Pera,181.16
DF2F6M,Kiwi Laranja,763.08
3BXDH8,Kiwi Maca,104.53
8C7EAR,Kiwi Maca,771.55
7A9GM2,Abacaxi Banana,784.41
R9FENZ,Maca Melao,563.86
E7E1U7,Morango Laranja,101.43
DR5XYK,Laranja Pera,592.96
EDP7T0,Pera Melancia,463.38
9TP571,Kiwi Banana,26.69
7K7M7R,Morango Melancia,99.5
7LEN9S,Uva Laranja,16.38
D28TDA,Uva Pera,200.14
CZL53O,Kiwi Kiwi,274.96
2LKIRG,Laranja Melancia,2.91
YPU0DA,Pera Morango,265.18
WXKJ7E,Pera Pera,937.57
ESLF8Q,Laranja Pera,47.45
U548D1,Uva Kiwi,837.43
BC2W7B,Abacaxi Melancia,906.79
1XNHPI,Maca Melao,55.31
IUJ12W,Banana Uva,847.52
AAIMOJ,Melancia Abacaxi,558.59
JE99TF,Kiwi Melancia,926.25
14YUX2,Laranja Melao,61.76
UZSFRD,Melancia Pera,456.37
3I7FCY,Kiwi Banana,855.75
OBTEA5,Abacaxi Banana,557.3
HIQ0YY,Kiwi Maca,319.1
ZKKJX0,Morango Kiwi,133.55
IBGQKY,Melancia Melancia,968.11
HI5MKE,Uva Kiwi,580.68
THE91V,Kiwi Banana,919.74
EF66S4,Pera Uva,515.42
N5YIQK,Melancia Abacaxi,603.01
1QAJST,Laranja Uva,311.85
1LD91X,Kiwi Pera,92.01
NQ4UEU,Uva Pera,692.66
YAEKV4,Melancia Melao,73.26
GHXRJU,Banana Pera,638.93
NVT4R7,Morango Maca,81.19
QKEPF1,Melancia Melancia,549.97
6X1PGC,Morango Uva,903.78
6AVILD,Morango Kiwi,871.26
1ZYF3T,Laranja Uva,480.5
OZLBB5,Kiwi Laranja,880.26
KJONWU,Uva Morango,427.48
RNDM0V,Morango Uva,308.3
2GWCFX,Pera Laranja,830.54
2KE4NC,Pera Melancia,510.11
V1JZUZ,Abacaxi Pera,768.16
ROPRA0,Pera Morango,413.25
0WRHC4,Morango Laranja,771.24
VZI0KO,Kiwi Banana,810.32
953VOU,Morango Melao,202.89
5MEK09,Banana Abacaxi,613.19
4DN8PP,Banana Maca,240.3
ULFYUI,Abacaxi Morango,668.43
MNW42D,Abacaxi Melao,482.54
8B2G54,Morango Maca,546.97
1O0W0X,Kiwi Laranja,266.85
UXYVIU,Morango Melao,745.2
ROBS8M,Abacaxi Abacaxi,462.97
7NE8TS,Melao Abacaxi,3.63
0HIQNP,Pera Maca,546.18
B2B609,Banana Laranja,666.6
BFFHTG,Morango Laranja,186.77
LG4210,Laranja Laranja,136.4
BQU7VF,Morango Melancia,448.75
89CLH0,Maca Uva,741.13
DQBQU3,Melancia Laranja,820.63
B524VR,Morango Melao,615.44
4QFUX6,Laranja Melancia,728.64
TCT48Z,Uva Pera,105.29
GBN3AY,Morango Uva,565.82
LH5VE5,Kiwi Pera,236.48
RRBEZ1,Uva Abacaxi,463.43
GZXK88,Melancia Uva,927.14
8PWPOX,Maca Kiwi,57.73
HJNKT2,Kiwi Uva,46.28
FM3MRG,Melao Melancia,76.48
XZ5IA7,Laranja Melao,136.27
SWHHPW,Kiwi Laranja,391.03
X4ZACJ,Banana Banana,86.85
UF74LK,Melancia Laranja,329.85
ZEUQA8,Laranja Melao,260.45
AC8TRR,Morango Maca,792.14
XBH2BI,Morango Maca,238.91
HGDLZX,Kiwi Melancia,781.01
J8V49F,Melao Uva,114.82
0HJVH7,Melao Melao,283.89
V6BZWD,Pera Abacaxi,538.43
K2ZO8R,Morango Banana,416.97
KN44UR,Abacaxi Kiwi,837.11
UHS3H1,Abacaxi Banana,578.21
GL24TK,Melao Maca,873.11
PLNI1I,Pera Maca,66.37
XRI3W3,Maca Melao,872.92
SDUT8B,Laranja Abacaxi,634.57
6A784D,Abacaxi Morango,787.17
YGVVNK,Laranja Laranja,257.92
G0HKVF,Abacaxi Kiwi,551.16
GG6BY0,Uva Morango,981.8
Q4DXD2,Maca Abacaxi,927.68
XAQC39,Melao Kiwi,165.71
BERNW4,Banana Melao,317.13
YJQP29,Banana Pera,298.84
A0P8P1,Melao Uva,531.38
KP9YPV,Morango Laranja,684.2
HPOTWH,Laranja Kiwi,104.31
LBHW0N,Maca Melao,243.84
TEQ420,Maca Laranja,795.9
RKEND9,Melao Maca,568.44
UFBTLH,Abacaxi Melao,893.47
HPOMTE,Banana Pera,205.94
FTZNMF,Morango Maca,32.33
FTTK2T,Laranja Melancia,875.59
10KDHA,Morango Banana,405.56
DL4XQH,Banana Melao,92.88
D756L8,Pera Uva,148.93
X8SZSN,Uva Uva,882.09
0CTGSG,Kiwi Abacaxi,794.44
KYPVYC,Melao Laranja,605.49
D3EO3G,Kiwi Banana,145.22
XDVR6S,Kiwi Morango,361.61
9ZBS05,Banana Pera,871.43
8PKQMA,Pera Laranja,331.97
SI9G4T,Melao Uva,911.64
12SMT9,Kiwi Melao,115.55
WAQO0H,Laranja Abacaxi,553.7
1DNXGQ,Pera Banana,74.44
75827G,Morango Melao,601.57
1S208V,Abacaxi Maca,724.61
H3S4XA,Laranja Abacaxi,910.31
1XWHLU,Melao Kiwi,900.97
3QM2IW,Kiwi Maca,404.43
TU85WK,Abacaxi Maca,96.47
L3W7LD,Kiwi Abacaxi,157.96
22OYLT,Uva Kiwi,621.35
XSISGO,Kiwi Morango,878.71
YXKB6T,Melao Laranja,478.53
OK81LT,Abacaxi Laranja,832.2
DO75BO,Kiwi Maca,607.05
CKB12Y,Banana Melancia,678.4
B4O1DW,Uva Kiwi,424.18
XCJGAK,Pera Maca,888.49
ILZPRI,Abacaxi Abacaxi,80.0
XJ1QFI,Uva Laranja,545.8
L67MEB,Kiwi Melancia,596.23
I5XKYM,Melancia Morango,644.7
O1V0RP,Uva Laranja,902.27
2O7Q8V,Melao Kiwi,986.89
C8T09B,Kiwi Kiwi,870.23
LI1PNE,Pera Melancia,116.73
1U2FDJ,Melao Morango,225.38
1GQTWQ,Melancia Pera,815.1
P54VTI,Kiwi Pera,296.5
3T3APJ,Uva Maca,424.64
5H7J51,Melancia Morango,735.65
ME0SA9,Uva Kiwi,370.69
CON86T,Melao Maca,713.96
307AWT,Kiwi Uva,121.56
9VNICO,Melao Melancia,510.24
SOUPA2,Abacaxi Abacaxi,871.18
S9WUZ2,Uva Laranja,483.73
WA95TE,Kiwi Laranja,303.01
DZ94F8,Uva Pera,185.28
MRC8DL,Melancia Kiwi,158.92
NQXKA0,Banana Abacaxi,307.45
RSRRDZ,Melao Melao,113.45
UOBDOH,Morango Pera,639.47
S5BVXD,Melao Melao,206.14
GI2U1C,Uva Melancia,31.84
2B8H8X,Abacaxi Maca,278.91
FUFP2Y,Kiwi Maca,809.06
NLKYSL,Pera Abacaxi,164.18
TQ3OND,Banana Kiwi,725.81
VRE69O,Laranja Laranja,448.55
VN4HPW,Uva Maca,635.96
46P7OH,Uva Kiwi,334.3
HGU4IX,Melao Melao,548.3
933GJ7,Maca Abacaxi,283.52
9S7KH6,Kiwi Maca,306.82
JAUXR0,Melao Maca,426.93
MAZJXX,Pera Laranja,79.28
T2D5F8,Uva Laranja,526.18
509FML,Melao Kiwi,12.86
YLGCWV,Banana Maca,403.79
HWZWYR,Melancia Laranja,785.8
CYM1PW,Morango Uva,458.51
O8SXIV,Melancia Melao,736.26
5YP7M9,Abacaxi Kiwi,299.85
593SXH,Morango Pera,757.02
QWCQMR,Uva Melao,452.09
L4MOJ1,Morango Maca,838.95
2JSWMA,Abacaxi Banana,841.36
SYSSOJ,Melao Laranja,597.04
AKV3VM,Abacaxi Melao,328.97
9B54M1,Banana Kiwi,979.68
W9CW2L,Melancia Melancia,25.5
T1XGF7,Laranja Maca,726.81
QMUTTX,Maca Uva,100.18
XDP4ZT,Morango Laranja,164.36
CXSW71,Melao Banana,831.63
ROW1H1,Laranja Maca,892.24
9XV0Q9,Laranja Abacaxi,894.27
RH2C8T,Laranja Uva,641.47
1I354I,Pera Maca,847.94
QFTZVL,Kiwi Melao,704.56
GFIGFW,Abacaxi Uva,708.47
HD27CQ,Morango Morango,55.58
EI1DTH,Melancia Melancia,576.99
W7RWGT,Abacaxi Morango,566.91
JU4AFE,Uva Morango,992.43
CJUDQP,Uva Pera,254.21
FTT365,Laranja Morango,111.73
CN9EXE,Uva Kiwi,307.06
Y8ATJ3,Abacaxi Laranja,686.1
94RF0B,Melao Abacaxi,215.95
TCGXOB,Kiwi Abacaxi,164.19
JJ0XGE,Uva Banana,542.65
O3A6TZ,Pera Abacaxi,862.21
G0HV5D,Abacaxi Morango,925.35
QQTEWA,Pera Maca,400.52
QGK16W,Kiwi Maca,943.93
P92WAT,Melancia Melao,682.6
XP8VQW,Pera Uva,189.19
NNDQHN,Laranja Uva,397.42
2V5IAI,Banana Uva,803.65
QXTFQ6,Banana Maca,601.71
2A9CG5,Laranja Laranja,305.01
Q8IXD5,Melao Laranja,784.91
1BN0ZM,Abacaxi Maca,668.09
JQN6FJ,Kiwi Banana,958.48
CWRSBH,Laranja Laranja,501.28
GP9LGL,Melancia Abacaxi,17.12
05UN7L,Laranja Abacaxi,349.57
43S0RI,Banana Uva,661.2
FZZNUB,Morango Maca,637.02
N6VZ9S,Pera Melancia,182.1
CYH5CV,Abacaxi Morango,719.89
Q9A7OF,Morango Pera,774.17
ZXILGK,Maca Abacaxi,935.93
UUSIV6,Melao Kiwi,333.36
CWQRZX,Morango Kiwi,87.87
H2BU2I,Maca Melao,115.35
PZZWXH,Banana Melao,40.34
TKF5MM,Banana Laranja,545.71
QHQ27X,Melao Melao,666.92
14E5KT,Pera Kiwi,373.5
11LE52,Banana Maca,517.92
L8BBKL,Morango Kiwi,216.59
ZOHHBW,Uva Maca,735.31
W2AKCV,Melao Uva,965.3
BTEJEU,Kiwi Maca,844.88
LD91DJ,Melancia Morango,412.25
S48687,Melao Kiwi,567.34
IJBRTL,Banana Morango,433.04
BWNTRG,Morango Maca,370.93
FPX8KH,Laranja Maca,664.19
Y1L0GM,Melao Laranja,991.73
736FFH,Abacaxi Banana,379.84
UOZ19G,Uva Laranja,713.42
53F04L,Kiwi Morango,495.1
HN000V,Maca Melancia,357.07
7DW0I0,Maca Pera,679.25
OK1UG5,Morango Kiwi,78.53
HQ4IN2,Melao Melancia,550.71
WPZWFM,Melao Melancia,216.95
5WXL2G,Kiwi Maca,898.61
G6H59H,Laranja Melao,108.58
LFRF9H,Melancia Maca,518.83
IGFCH0,Uva Maca,659.85
9BIDOT,Morango Kiwi,616.53
3O606G,Laranja Maca,144.88
5XYD7J,Kiwi Maca,105.61
L95LI7,Banana Banana,988.47
SE4G0V,Maca Banana,53.87
P6ANU0,Pera Banana,190.99
LKY2AL,Banana Kiwi,346.73
JUZJ57,Melancia Morango,289.97
23P5OP,Melancia Pera,228.51
EY9VXX,Pera Melao,976.49
6GHUI4,Abacaxi Abacaxi,248.52
NL4ZPR,Laranja Melancia,888.89
422SND,Laranja Melancia,631.68
NAVOG0,Abacaxi Banana,300.88
XALYY1,Uva Uva,659.32
RC8178,Melancia Abacaxi,698.18
9J1P9Q,Banana Morango,313.88
TZ3JCG,Morango Morango,54.97
DXPZ62,Uva Laranja,341.01
7U07IA,Banana Banana,639.12
2BBO02,Abacaxi Maca,778.96
XSMB1L,Uva Abacaxi,952.1
PART62,Uva Melao,3.04
CG6UJF,Maca Laranja,456.91
6RW87S,Uva Uva,506.39
RC93IM,Abacaxi Uva,966.62
FGNGEN,Kiwi Kiwi,379.37
YZWQJN,Melao Uva,269.44
PF9B1Y,Laranja Maca,70.0
61HTM3,Laranja Kiwi,149.09
F0OXIA,Banana Kiwi,882.39
EDD9BO,Abacaxi Kiwi,506.52
9XD2RH,Morango Pera,450.83
B0NR3U,Maca Morango,90.29
0VHQ80,Melao Banana,388.51
JVFS86,Kiwi Morango,163.84
9EFYNR,Morango Banana,690.56
SCXKAK,Melancia Melancia,857.84
7BNJ52,Pera Laranja,907.63
4OUGJB,Melancia Kiwi,73.26
2QIBBU,Morango Laranja,245.38
GFMY7J,Uva Laranja,736.44
RQX9CY,Laranja Uva,924.84
MUTPLQ,Uva Morango,761.86
7LFLNF,Kiwi Morango,491.54
02F5JJ,Banana Banana,286.53
14J5S4,Morango Melancia,433.88
1BJA28,Banana Laranja,243.38
W3U87N,Abacaxi Uva,918.92
S7F2XQ,Pera Abacaxi,191.67
KLSTP4,Melao Banana,502.57
M3IOOB,Abacaxi Melancia,972.98
6W2D7I,Uva Kiwi,932.96
Y4OZO4,Uva Abacaxi,972.73
W9R24T,Maca Banana,226.8
IQR2YD,Banana Abacaxi,973.75
Z8R898,Maca Pera,505.45
AJNA7Q,Banana Maca,725.78
MWS9Y5,Melancia Pera,917.76
4LUH4Z,Uva Melao,257.37
B26L4T,Abacaxi Melancia,109.28
NA6CK5,Melao Kiwi,65.55
6GWPS6,Uva Morango,658.53
E9PC4U,Pera Melancia,732.54
2LUHJU,Abacaxi Pera,83.51
5KARN3,Uva Kiwi,408.21
QEKJTF,Melancia Melancia,215.26
2J5F26,Abacaxi Melancia,950.92
VVP5RH,Morango Laranja,728.87
4SEYWJ,Uva Pera,313.41
8MXDFJ,Abacaxi Banana,549.86
LY7OA0,Morango Uva,771.56
WC1HCR,Morango Pera,123.9
4IWVII,Banana Melancia,907.86
GVJCJ7,Melao Abacaxi,987.61
V1AUYN,Pera Uva,138.46
CO78XW,Morango Kiwi,572.11
DZ4YED,Morango Pera,748.78
QGFYHE,Uva Pera,148.81
XU1MUP,Melao Uva,431.98
EQ2OA9,Morango Banana,526.51
3JI0IB,Maca Pera,602.34
3A50F6,Laranja Banana,431.33
VW1WCR,Maca Kiwi,599.78
A6MEOF,Melancia Pera,26.63
COJ0SR,Maca Melao,537.12
JPS88Y,Uva Maca,405.7
PQHGKD,Banana Laranja,653.87
UIY28N,Banana Uva,217.73
ARI3VC,Banana Banana,262.37
T2PAA0,Abacaxi Melao,975.16
XNMT70,Melao Kiwi,514.58
BRATLX,Melancia Melancia,339.11
YWCOHD,Uva Melancia,23.91
0EN93Y,Morango Uva,147.54
SOPI70,Melancia Melancia,191.42
4F5KOO,Abacaxi Laranja,415.43
YGM8OO,Melao Uva,538.15
FE8SHO,Morango Banana,113.68
SRN3SS,Pera Morango,79.09
XWJ6LA,Maca Kiwi,147.74
V711C8,Morango Melancia,445.7
Q7J7P6,Uva Pera,374.32
7FUI1I,Morango Laranja,893.78
MHRNUU,Kiwi Melancia,601.13
SG6HDS,Melancia Maca,24.92
GJWXSK,Maca Morango,405.27
SL9JRO,Pera Laranja,8.68
JJPNGY,Melancia Melancia,161.94
2CCSBY,Melancia Abacaxi,759.32
PDI57K,Melancia Kiwi,726.48
8OYA1I,Melancia Abacaxi,921.15
H92RQA,Melancia Melao,489.86
PYILZB,Laranja Morango,946.2
VGAJ8H,Uva Melancia,211.52
C21QGR,Melancia Pera,396.4
IQ8GQ7,Banana Uva,692.11
WBQG2Y,Abacaxi Kiwi,640.84
QAA7XC,Pera Pera,540.39
4UCCRR,Pera Morango,952.53
TGQNU3,Banana Laranja,295.21
SFYART,Pera Kiwi,987.28
7F4BA4,Pera Maca,453.12
RG00XK,Melancia Melao,884.64
OB5NN3,Kiwi Maca,997.63
1IMA2W,Morango Morango,615.64
KJRGV6,Abacaxi Banana,256.16
96WDVV,Laranja Laranja,790.49
1K7SWN,Melancia Kiwi,690.53
MEFQ39,Melao Maca,825.94
RAVXP2,Laranja Abacaxi,310.02
8FGQSG,Melao Melao,714.94
QC3TVE,Uva Kiwi,157.87
PNBH7Y,Melao Abacaxi,229.72
RTI61K,Banana Laranja,793.09
M5Y3ZE,Laranja Uva,355.43
C3SF3D,Pera Pera,808.4
NJFFPJ,Banana Abacaxi,759.5
TCHB7F,Laranja Kiwi,819.43
8GAHSR,Melao Abacaxi,932.95
H0E83L,Melancia Abacaxi,300.01
VV793G,Laranja Banana,444.51
0OZHCD,Morango Kiwi,88.73
D65NCV,Melao Melao,543.01
II5CXY,Abacaxi Abacaxi,957.03
TJCGVN,Laranja Melancia,894.22
1O1DUW,Uva Kiwi,437.56
ZHKFWI,Melao Uva,439.44
861W8V,Banana Melancia,653.65
UDEY8Y,Maca Abacaxi,891.44
ANFR5G,Laranja Banana,983.1
I64EFL,Kiwi Morango,861.88
IML9JA,Abacaxi Kiwi,598.04
1Z4EXY,Maca Kiwi,269.22
7CQ26O,Kiwi Melao,453.08
4E6TNB,Abacaxi Abacaxi,279.62
UNCEKD,Laranja Laranja,720.23
ZMKT1S,Abacaxi Melancia,993.86
25FTCS,Laranja Maca,997.56
QEECIK,Melancia Maca,556.62
RBXPKG,Abacaxi Pera,680.55
2A1PJF,Pera Melancia,37.7
J3UFAV,Banana Morango,236.54
8CKZ1T,Kiwi Abacaxi,578.81
GD0GOB,Melancia Melancia,776.89
PMDE3N,Maca Abacaxi,746.77
R6SX4O,Melancia Morango,867.47
EZMHUU,Kiwi Melao,926.12
L9IVCQ,Melancia Uva,683.64
M1GY1J,Morango Kiwi,967.65
Z3XC7O,Uva Laranja,81.48
H3S1OG,Abacaxi Laranja,581.95
VE6QW3,Melao Abacaxi,734.14
OK07TT,Abacaxi Melao,378.92
P9XG7V,Abacaxi Uva,231.81
DHEG1B,Kiwi Kiwi,347.21
6T7N8Y,Pera Banana,136.84
WXHS5A,Laranja Kiwi,631.07
96CS3D,Morango Melancia,533.78
OS74T4,Pera Melancia,860.07
MLUJFA,Melancia Kiwi,802.99
SRMHPA,Melao Melancia,891.5
C43FZL,Melao Kiwi,979.21
531HYI,Abacaxi Maca,922.31
2XH7GY,Banana Uva,806.91
453BVG,Kiwi Morango,829.03
7GPMEP,Banana Melao,90.75
4PVVKV,Banana Laranja,772.78
X03JQL,Kiwi Abacaxi,514.06
3ZPBMM,Uva Pera,203.99
COR8AS,Uva Maca,742.65
G0CGVW,Uva Melancia,678.69
FVKMQA,Abacaxi Melancia,584.33
63T6O0,Melao Uva,80.82
NVUOHM,Morango Abacaxi,323.24
GO499A,Banana Abacaxi,318.5
4OSSBN,Kiwi Melao,590.86
75FTYI,Melancia Uva,830.48
92ZSRH,Pera Abacaxi,770.85
K6FM7N,Melancia Melancia,975.25
P71QYZ,Morango Kiwi,613.95
JTESMC,Laranja Uva,278.5
7BGW5L,Abacaxi Melancia,90.95
OU8UUB,Melancia Abacaxi,471.5
I9NM1F,Abacaxi Melancia,20.72
8M99JK,Morango Banana,445.66
73V7FW,Morango Abacaxi,124.64
0ZPCBF,Pera Abacaxi,181.45
3O1K9Y,Abacaxi Abacaxi,803.74
IJVM2Y,Banana Maca,692.3
OJKHIJ,Abacaxi Uva,868.85
BVI4WA,Laranja Pera,556.75
4VCEIB,Maca Uva,125.64
O7HHYL,Melancia Melao,976.5
XQE8XB,Laranja Melancia,254.43
5434VL,Abacaxi Laranja,112.67
X6FP5Z,Melao Morango,240.8
8KL0WC,Maca Morango,916.45
4WACZM,Pera Morango,392.34
11VX4R,Uva Abacaxi,657.4
KKJZOZ,Abacaxi Abacaxi,21.41
J1MOD5,Uva Laranja,648.31
017KT1,Banana Pera,877.0
FMPFR0,Banana Uva,874.88
Q798JV,Banana Banana,676.2
93HH2M,Kiwi Laranja,395.41
D87ZCY,Pera Pera,869.26
J16MOX,Uva Melao,303.22
MAEUPM,Banana Banana,746.06
PF2HUF,Maca Banana,192.14
H0V48X,Maca Melancia,19.09
1UKYG4,Laranja Laranja,196.23
V5MW87,Banana Morango,946.63
7WRV9C,Laranja Banana,117.02
PA4EQC,Abacaxi Morango,308.0
7G9INJ,Banana Kiwi,215.85
Y6NTCW,Maca Maca,591.22
XQ5DNG,Kiwi Abacaxi,94.54
ODFSDP,Melancia Maca,799.14
U3IHN6,Pera Uva,421.84
V9FA2F,Laranja Banana,96.79
J4UKIX,Kiwi Uva,638.53
WJTN0C,Pera Abacaxi,827.71
CRPAEH,Maca Pera,804.27
LO0U8D,Banana Melancia,346.47
T15KEO,Melancia Pera,103.07
DJ9G76,Kiwi Melancia,541.54
18FZ8V,Melao Laranja,12.78
4KVC0B,Banana Uva,15.52
1WHJV5,Uva Abacaxi,339.06
ZKEMXE,Melao Uva,278.98
R938KR,Morango Melao,686.04
HUVXMQ,Banana Pera,322.49
4WN2OS,Pera Morango,725.79
C06C5M,Laranja Kiwi,31.24
S3OXN9,Melao Maca,678.51
47VTID,Uva Pera,983.96
EPEN09,Kiwi Maca,683.52
UX0NNZ,Uva Banana,422.35
PD53PJ,Kiwi Uva,903.75
PQZG7J,Pera Morango,872.78
FNMRR2,Abacaxi Maca,10.55
QTWDMR,Pera Melao,710.53
1R14S3,Kiwi Morango,35.43
5G7FQU,Morango Uva,596.57
EAOFTI,Maca Melancia,115.17
YJPWJG,Kiwi Pera,343.54
JU83GR,Pera Laranja,60.54
WGWHUP,Kiwi Maca,47.36
9V4HMX,Pera Abacaxi,900.22
ZDP5DE,Melao Banana,752.92
XKOKCB,Uva Pera,529.15
EEB8KI,Laranja Melao,250.48
63FIR1,Uva Melancia,614.66
FMUF17,Uva Maca,849.63
5SAIB0,Melancia Melao,720.47
L78SON,Uva Laranja,431.12
9F4G8R,Pera Pera,436.52
BATP74,Pera Pera,354.23
PQEFYV,Abacaxi Pera,490.59
OZS1XC,Laranja Banana,498.45
0DD966,Maca Uva,13.23
7OBIDN,Morango Uva,924.71
YNBIFC,Laranja Uva,534.03
FYCRDM,Pera Pera,925.32
HWU40J,Laranja Pera,425.16
O8L07V,Laranja Abacaxi,883.05
BE5KSD,Morango Pera,442.71
J5I5JE,Banana Maca,659.77
94BNKJ,Melancia Pera,919.25
0VK9CW,Melao Morango,937.39
WPMXTP,Abacaxi Pera,863.56
P2EXXL,Laranja Morango,520.37
D7YQ75,Abacaxi Abacaxi,634.27
6Y875W,Melao Kiwi,106.05
7FNJX0,Uva Morango,453.98
IXQZFK,Maca Melao,984.44
1S5KHP,Pera Laranja,827.0
WWQD9G,Maca Maca,91.44
LJ1AY3,Morango Morango,545.57
V7V9DF,Abacaxi Melancia,579.52
GE52M1,Morango Banana,435.71
T5RBW7,Pera Melancia,765.62
LYKRTV,Maca Maca,879.11
2VXGRZ,Abacaxi Morango,85.46
X7B4TI,Kiwi Maca,401.56
4GBJQ2,Morango Banana,137.36
JYXXJF,Pera Abacaxi,810.3
6ED2D8,Uva Pera,95.99
6ZX98J,Melao Melao,387.85
L6LHPK,Uva Pera,946.86
WEQ3Y1,Melao Melancia,561.65
MY2H50,Melancia Laranja,889.03
JT5RO7,Kiwi Melao,509.31
